"BidID","Price","Quantity","Period","ParentBidID","AR","Location","FC","Price_fixed"
3275,"25.35",-190,18,35,0,1,67.6,25.035
3276,"25.35",-150,19,35,0.6,1,67.6,25.035
3277,"25.35",-190,19,35,0,1,67.6,25.035
3278,"25.35",-150,20,35,0.6,1,67.6,25.035
3279,"25.35",-190,20,35,0,1,67.6,25.035
3280,"25.35",-150,21,35,0.6,1,67.6,25.035
3281,"25.35",-190,21,35,0,1,67.6,25.035
3282,"25.35",-150,22,35,0.6,1,67.6,25.035
3283,"25.35",-190,22,35,0,1,67.6,25.035
3284,"25.35",-150,23,35,0.6,1,67.6,25.035
3285,"25.35",-190,23,35,0,1,67.6,25.035
3286,"25.35",-150,24,35,0.6,1,67.6,25.035
3287,"25.35",-190,24,35,0,1,67.6,25.035
3288,"2.764.125",-160,1,36,0.6,1,73.71,2764.125
3289,"676.125",-240,1,36,0,1,73.71,676.125
3290,"2.764.125",-155,2,36,0.6,1,73.71,2764.125
3291,"676.125",-245,2,36,0,1,73.71,676.125
3292,"2.764.125",-150,3,36,0.6,1,73.71,2764.125
3293,"676.125",-250,3,36,0,1,73.71,676.125
3294,"676.125",-400,4,36,0.6,1,73.71,676.125
3295,"676.125",-400,5,36,0.6,1,73.71,676.125
3296,"676.125",-400,6,36,0.6,1,73.71,676.125
3297,"2.764.125",-80,7,36,0.6,1,73.71,2764.125
3298,"676.125",-320,7,36,0,1,73.71,676.125
3299,"2.764.125",-165,8,36,0.6,1,73.71,2764.125
3300,"2.764.125",-23,8,36,0,1,73.71,2764.125
3301,"2.764.125",-23,8,36,0,1,73.71,2764.125
3302,"2.764.125",-23,8,36,0,1,73.71,2764.125
3303,"2.764.125",-16,8,36,0,1,73.71,2764.125
3304,"676.125",-150,8,36,0,1,73.71,676.125
3305,"2.764.125",-165,9,36,0.6,1,73.71,2764.125
3306,"2.764.125",-23,9,36,0,1,73.71,2764.125
3307,"2.764.125",-23,9,36,0,1,73.71,2764.125
3308,"2.764.125",-23,9,36,0,1,73.71,2764.125
3309,"2.764.125",-23,9,36,0,1,73.71,2764.125
3310,"2.764.125",-23,9,36,0,1,73.71,2764.125
3311,"2.764.125",-23,9,36,0,1,73.71,2764.125
3312,"2.764.125",-23,9,36,0,1,73.71,2764.125
3313,"2.764.125",-23,9,36,0,1,73.71,2764.125
3314,"2.764.125",-23,9,36,0,1,73.71,2764.125
3315,"2.764.125",-23,9,36,0,1,73.71,2764.125
3316,"676.125",-5,9,36,0,1,73.71,676.125
3317,"2.764.125",-165,10,36,0.6,1,73.71,2764.125
3318,"2.764.125",-23,10,36,0,1,73.71,2764.125
3319,"2.764.125",-23,10,36,0,1,73.71,2764.125
3320,"2.764.125",-23,10,36,0,1,73.71,2764.125
3321,"2.764.125",-23,10,36,0,1,73.71,2764.125
3322,"2.764.125",-23,10,36,0,1,73.71,2764.125
3323,"2.764.125",-23,10,36,0,1,73.71,2764.125
3324,"2.764.125",-23,10,36,0,1,73.71,2764.125
3325,"2.764.125",-23,10,36,0,1,73.71,2764.125
3326,"2.764.125",-23,10,36,0,1,73.71,2764.125
3327,"2.764.125",-23,10,36,0,1,73.71,2764.125
3328,"676.125",-5,10,36,0,1,73.71,676.125
3329,"2.764.125",-165,11,36,0.6,1,73.71,2764.125
3330,"2.764.125",-23,11,36,0,1,73.71,2764.125
3331,"2.764.125",-23,11,36,0,1,73.71,2764.125
3332,"2.764.125",-23,11,36,0,1,73.71,2764.125
3333,"2.764.125",-23,11,36,0,1,73.71,2764.125
3334,"2.764.125",-23,11,36,0,1,73.71,2764.125
3335,"2.764.125",-23,11,36,0,1,73.71,2764.125
3336,"2.764.125",-23,11,36,0,1,73.71,2764.125
3337,"2.764.125",-23,11,36,0,1,73.71,2764.125
3338,"2.764.125",-23,11,36,0,1,73.71,2764.125
3339,"2.764.125",-23,11,36,0,1,73.71,2764.125
3340,"676.125",-5,11,36,0,1,73.71,676.125
3341,"2.764.125",-165,12,36,0.6,1,73.71,2764.125
3342,"2.764.125",-23,12,36,0,1,73.71,2764.125
3343,"2.764.125",-23,12,36,0,1,73.71,2764.125
3344,"2.764.125",-23,12,36,0,1,73.71,2764.125
3345,"2.764.125",-23,12,36,0,1,73.71,2764.125
3346,"2.764.125",-23,12,36,0,1,73.71,2764.125
3347,"2.764.125",-23,12,36,0,1,73.71,2764.125
3348,"2.764.125",-23,12,36,0,1,73.71,2764.125
3349,"2.764.125",-23,12,36,0,1,73.71,2764.125
3350,"2.764.125",-23,12,36,0,1,73.71,2764.125
3351,"2.764.125",-23,12,36,0,1,73.71,2764.125
3352,"676.125",-5,12,36,0,1,73.71,676.125
3353,"2.764.125",-165,13,36,0.6,1,73.71,2764.125
3354,"2.764.125",-23,13,36,0,1,73.71,2764.125
3355,"2.764.125",-23,13,36,0,1,73.71,2764.125
3356,"2.764.125",-23,13,36,0,1,73.71,2764.125
3357,"2.764.125",-23,13,36,0,1,73.71,2764.125
3358,"2.764.125",-23,13,36,0,1,73.71,2764.125
3359,"2.764.125",-23,13,36,0,1,73.71,2764.125
3360,"2.764.125",-23,13,36,0,1,73.71,2764.125
3361,"2.764.125",-23,13,36,0,1,73.71,2764.125
3362,"2.764.125",-23,13,36,0,1,73.71,2764.125
3363,"2.764.125",-23,13,36,0,1,73.71,2764.125
3364,"676.125",-5,13,36,0,1,73.71,676.125
3365,"2.764.125",-165,14,36,0.6,1,73.71,2764.125
3366,"2.764.125",-23,14,36,0,1,73.71,2764.125
3367,"2.764.125",-23,14,36,0,1,73.71,2764.125
3368,"2.764.125",-23,14,36,0,1,73.71,2764.125
3369,"2.764.125",-23,14,36,0,1,73.71,2764.125
3370,"2.764.125",-23,14,36,0,1,73.71,2764.125
3371,"2.764.125",-23,14,36,0,1,73.71,2764.125
3372,"2.764.125",-23,14,36,0,1,73.71,2764.125
3373,"2.764.125",-23,14,36,0,1,73.71,2764.125
3374,"2.764.125",-23,14,36,0,1,73.71,2764.125
3375,"2.764.125",-23,14,36,0,1,73.71,2764.125
3376,"676.125",-5,14,36,0,1,73.71,676.125
3377,"2.764.125",-165,15,36,0.6,1,73.71,2764.125
3378,"2.764.125",-23,15,36,0,1,73.71,2764.125
3379,"2.764.125",-23,15,36,0,1,73.71,2764.125
3380,"2.764.125",-23,15,36,0,1,73.71,2764.125
3381,"2.764.125",-23,15,36,0,1,73.71,2764.125
3382,"2.764.125",-23,15,36,0,1,73.71,2764.125
3383,"2.764.125",-23,15,36,0,1,73.71,2764.125
3384,"2.764.125",-23,15,36,0,1,73.71,2764.125
3385,"2.764.125",-23,15,36,0,1,73.71,2764.125
3386,"2.764.125",-23,15,36,0,1,73.71,2764.125
3387,"2.764.125",-23,15,36,0,1,73.71,2764.125
3388,"676.125",-5,15,36,0,1,73.71,676.125
3389,"2.764.125",-165,16,36,0.6,1,73.71,2764.125
3390,"2.764.125",-23,16,36,0,1,73.71,2764.125
3391,"2.764.125",-23,16,36,0,1,73.71,2764.125
3392,"2.764.125",-23,16,36,0,1,73.71,2764.125
3393,"2.764.125",-23,16,36,0,1,73.71,2764.125
3394,"2.764.125",-23,16,36,0,1,73.71,2764.125
3395,"2.764.125",-23,16,36,0,1,73.71,2764.125
3396,"2.764.125",-23,16,36,0,1,73.71,2764.125
3397,"2.764.125",-23,16,36,0,1,73.71,2764.125
3398,"2.764.125",-23,16,36,0,1,73.71,2764.125
3399,"2.764.125",-23,16,36,0,1,73.71,2764.125
3400,"676.125",-5,16,36,0,1,73.71,676.125
3401,"2.764.125",-165,17,36,0.6,1,73.71,2764.125
3402,"2.764.125",-23,17,36,0,1,73.71,2764.125
3403,"2.764.125",-23,17,36,0,1,73.71,2764.125
3404,"2.764.125",-23,17,36,0,1,73.71,2764.125
3405,"2.764.125",-23,17,36,0,1,73.71,2764.125
3406,"2.764.125",-23,17,36,0,1,73.71,2764.125
3407,"2.764.125",-23,17,36,0,1,73.71,2764.125
3408,"2.764.125",-23,17,36,0,1,73.71,2764.125
3409,"2.764.125",-23,17,36,0,1,73.71,2764.125
3410,"2.764.125",-23,17,36,0,1,73.71,2764.125
3411,"2.764.125",-23,17,36,0,1,73.71,2764.125
3412,"676.125",-5,17,36,0,1,73.71,676.125
3413,"2.764.125",-165,18,36,0.6,1,73.71,2764.125
3414,"2.764.125",-23,18,36,0,1,73.71,2764.125
3415,"2.764.125",-23,18,36,0,1,73.71,2764.125
3416,"2.764.125",-23,18,36,0,1,73.71,2764.125
3417,"2.764.125",-23,18,36,0,1,73.71,2764.125
3418,"2.764.125",-23,18,36,0,1,73.71,2764.125
3419,"2.764.125",-23,18,36,0,1,73.71,2764.125
3420,"2.764.125",-23,18,36,0,1,73.71,2764.125
3421,"2.764.125",-23,18,36,0,1,73.71,2764.125
3422,"2.764.125",-23,18,36,0,1,73.71,2764.125
3423,"2.764.125",-23,18,36,0,1,73.71,2764.125
3424,"676.125",-5,18,36,0,1,73.71,676.125
3425,"2.764.125",-165,19,36,0.6,1,73.71,2764.125
3426,"2.764.125",-23,19,36,0,1,73.71,2764.125
3427,"2.764.125",-23,19,36,0,1,73.71,2764.125
3428,"2.764.125",-23,19,36,0,1,73.71,2764.125
3429,"2.764.125",-23,19,36,0,1,73.71,2764.125
3430,"2.764.125",-23,19,36,0,1,73.71,2764.125
3431,"2.764.125",-23,19,36,0,1,73.71,2764.125
3432,"2.764.125",-23,19,36,0,1,73.71,2764.125
3433,"2.764.125",-23,19,36,0,1,73.71,2764.125
3434,"2.764.125",-23,19,36,0,1,73.71,2764.125
3435,"2.764.125",-23,19,36,0,1,73.71,2764.125
3436,"676.125",-5,19,36,0,1,73.71,676.125
3437,"2.764.125",-165,20,36,0.6,1,73.71,2764.125
3438,"2.764.125",-23,20,36,0,1,73.71,2764.125
3439,"2.764.125",-23,20,36,0,1,73.71,2764.125
3440,"2.764.125",-23,20,36,0,1,73.71,2764.125
3441,"2.764.125",-23,20,36,0,1,73.71,2764.125
3442,"2.764.125",-23,20,36,0,1,73.71,2764.125
3443,"2.764.125",-23,20,36,0,1,73.71,2764.125
3444,"2.764.125",-23,20,36,0,1,73.71,2764.125
3445,"2.764.125",-23,20,36,0,1,73.71,2764.125
3446,"2.764.125",-23,20,36,0,1,73.71,2764.125
3447,"2.764.125",-23,20,36,0,1,73.71,2764.125
3448,"676.125",-5,20,36,0,1,73.71,676.125
3449,"2.764.125",-165,21,36,0.6,1,73.71,2764.125
3450,"2.764.125",-23,21,36,0,1,73.71,2764.125
3451,"2.764.125",-23,21,36,0,1,73.71,2764.125
3452,"2.764.125",-23,21,36,0,1,73.71,2764.125
3453,"2.764.125",-23,21,36,0,1,73.71,2764.125
3454,"2.764.125",-23,21,36,0,1,73.71,2764.125
3455,"2.764.125",-23,21,36,0,1,73.71,2764.125
3456,"2.764.125",-23,21,36,0,1,73.71,2764.125
3457,"2.764.125",-23,21,36,0,1,73.71,2764.125
3458,"2.764.125",-23,21,36,0,1,73.71,2764.125
3459,"2.764.125",-23,21,36,0,1,73.71,2764.125
3460,"676.125",-5,21,36,0,1,73.71,676.125
3461,"2.764.125",-165,22,36,0.6,1,73.71,2764.125
3462,"2.764.125",-23,22,36,0,1,73.71,2764.125
3463,"2.764.125",-23,22,36,0,1,73.71,2764.125
3464,"2.764.125",-23,22,36,0,1,73.71,2764.125
3465,"2.764.125",-23,22,36,0,1,73.71,2764.125
3466,"2.764.125",-23,22,36,0,1,73.71,2764.125
3467,"2.764.125",-23,22,36,0,1,73.71,2764.125
3468,"2.764.125",-23,22,36,0,1,73.71,2764.125
3469,"2.764.125",-23,22,36,0,1,73.71,2764.125
3470,"2.764.125",-23,22,36,0,1,73.71,2764.125
3471,"2.764.125",-23,22,36,0,1,73.71,2764.125
3472,"676.125",-5,22,36,0,1,73.71,676.125
3473,"2.764.125",-165,23,36,0.6,1,73.71,2764.125
3474,"2.764.125",-23,23,36,0,1,73.71,2764.125
3475,"2.764.125",-23,23,36,0,1,73.71,2764.125
3476,"2.764.125",-23,23,36,0,1,73.71,2764.125
3477,"2.764.125",-23,23,36,0,1,73.71,2764.125
3478,"2.764.125",-23,23,36,0,1,73.71,2764.125
3479,"2.764.125",-23,23,36,0,1,73.71,2764.125
3480,"2.764.125",-23,23,36,0,1,73.71,2764.125
3481,"2.764.125",-23,23,36,0,1,73.71,2764.125
3482,"2.764.125",-23,23,36,0,1,73.71,2764.125
3483,"2.764.125",-23,23,36,0,1,73.71,2764.125
3484,"676.125",-5,23,36,0,1,73.71,676.125
3485,"2.764.125",-165,24,36,0.6,1,73.71,2764.125
3486,"2.764.125",-23,24,36,0,1,73.71,2764.125
3487,"2.764.125",-23,24,36,0,1,73.71,2764.125
3488,"2.764.125",-23,24,36,0,1,73.71,2764.125
3489,"2.764.125",-23,24,36,0,1,73.71,2764.125
3490,"2.764.125",-23,24,36,0,1,73.71,2764.125
3491,"2.764.125",-23,24,36,0,1,73.71,2764.125
3492,"2.764.125",-23,24,36,0,1,73.71,2764.125
3493,"2.764.125",-23,24,36,0,1,73.71,2764.125
3494,"2.764.125",-23,24,36,0,1,73.71,2764.125
3495,"2.764.125",-23,24,36,0,1,73.71,2764.125
3496,"676.125",-5,24,36,0,1,73.71,676.125
3497,"43.125",-165,1,37,0.6,1,115,43.125
3498,"43.125",-23.5,1,37,0,1,115,43.125
3499,"43.125",-23.5,1,37,0,1,115,43.125
3500,"43.125",-23.5,1,37,0,1,115,43.125
3501,"43.125",-23.5,1,37,0,1,115,43.125
3502,"43.125",-23.5,1,37,0,1,115,43.125
3503,"43.125",-23.5,1,37,0,1,115,43.125
3504,"43.125",-23.5,1,37,0,1,115,43.125
3505,"43.125",-23.5,1,37,0,1,115,43.125
3506,"43.125",-23.5,1,37,0,1,115,43.125
3507,"43.125",-23.5,1,37,0,1,115,43.125
3508,"676.125",-24.5,1,37,0,1,115,676.125
3509,"43.125",-165,2,37,0.6,1,115,43.125
3510,"43.125",-23.5,2,37,0,1,115,43.125
3511,"43.125",-23.5,2,37,0,1,115,43.125
3512,"43.125",-23.5,2,37,0,1,115,43.125
3513,"43.125",-23.5,2,37,0,1,115,43.125
3514,"43.125",-23.5,2,37,0,1,115,43.125
3515,"43.125",-23.5,2,37,0,1,115,43.125
3516,"43.125",-23.5,2,37,0,1,115,43.125
3517,"43.125",-23.5,2,37,0,1,115,43.125
3518,"43.125",-23.5,2,37,0,1,115,43.125
3519,"43.125",-23.5,2,37,0,1,115,43.125
3520,"676.125",-24.5,2,37,0,1,115,676.125
3521,"43.125",-165,3,37,0.6,1,115,43.125
3522,"43.125",-23.5,3,37,0,1,115,43.125
3523,"43.125",-23.5,3,37,0,1,115,43.125
3524,"43.125",-23.5,3,37,0,1,115,43.125
3525,"43.125",-23.5,3,37,0,1,115,43.125
3526,"43.125",-23.5,3,37,0,1,115,43.125
3527,"43.125",-23.5,3,37,0,1,115,43.125
3528,"43.125",-23.5,3,37,0,1,115,43.125
3529,"43.125",-23.5,3,37,0,1,115,43.125
3530,"43.125",-23.5,3,37,0,1,115,43.125
3531,"43.125",-23.5,3,37,0,1,115,43.125
3532,"676.125",-24.5,3,37,0,1,115,676.125
3533,"43.125",-165,4,37,0.6,1,115,43.125
3534,"43.125",-23.5,4,37,0,1,115,43.125
3535,"43.125",-23.5,4,37,0,1,115,43.125
3536,"43.125",-23.5,4,37,0,1,115,43.125
3537,"43.125",-23.5,4,37,0,1,115,43.125
3538,"43.125",-23.5,4,37,0,1,115,43.125
3539,"43.125",-23.5,4,37,0,1,115,43.125
3540,"43.125",-23.5,4,37,0,1,115,43.125
3541,"43.125",-23.5,4,37,0,1,115,43.125
3542,"43.125",-23.5,4,37,0,1,115,43.125
3543,"43.125",-23.5,4,37,0,1,115,43.125
3544,"676.125",-24.5,4,37,0,1,115,676.125
3545,"43.125",-165,5,37,0.6,1,115,43.125
3546,"43.125",-23.5,5,37,0,1,115,43.125
3547,"43.125",-23.5,5,37,0,1,115,43.125
3548,"43.125",-23.5,5,37,0,1,115,43.125
3549,"43.125",-23.5,5,37,0,1,115,43.125
3550,"43.125",-23.5,5,37,0,1,115,43.125
3551,"43.125",-23.5,5,37,0,1,115,43.125
3552,"43.125",-23.5,5,37,0,1,115,43.125
3553,"43.125",-23.5,5,37,0,1,115,43.125
3554,"43.125",-23.5,5,37,0,1,115,43.125
3555,"43.125",-23.5,5,37,0,1,115,43.125
3556,"676.125",-24.5,5,37,0,1,115,676.125
3557,"43.125",-165,6,37,0.6,1,115,43.125
3558,"43.125",-23.5,6,37,0,1,115,43.125
3559,"43.125",-23.5,6,37,0,1,115,43.125
3560,"43.125",-23.5,6,37,0,1,115,43.125
3561,"43.125",-23.5,6,37,0,1,115,43.125
3562,"43.125",-23.5,6,37,0,1,115,43.125
3563,"43.125",-23.5,6,37,0,1,115,43.125
3564,"43.125",-23.5,6,37,0,1,115,43.125
3565,"43.125",-23.5,6,37,0,1,115,43.125
3566,"43.125",-23.5,6,37,0,1,115,43.125
3567,"43.125",-23.5,6,37,0,1,115,43.125
3568,"676.125",-24.5,6,37,0,1,115,676.125
3569,"43.125",-165,7,37,0.6,1,115,43.125
3570,"43.125",-23.5,7,37,0,1,115,43.125
3571,"43.125",-23.5,7,37,0,1,115,43.125
3572,"43.125",-23.5,7,37,0,1,115,43.125
3573,"43.125",-23.5,7,37,0,1,115,43.125
3574,"43.125",-23.5,7,37,0,1,115,43.125
3575,"43.125",-23.5,7,37,0,1,115,43.125
3576,"43.125",-23.5,7,37,0,1,115,43.125
3577,"43.125",-23.5,7,37,0,1,115,43.125
3578,"43.125",-23.5,7,37,0,1,115,43.125
3579,"43.125",-23.5,7,37,0,1,115,43.125
3580,"676.125",-24.5,7,37,0,1,115,676.125
3581,"43.125",-165,8,37,0.6,1,115,43.125
3582,"43.125",-23.5,8,37,0,1,115,43.125
3583,"43.125",-23.5,8,37,0,1,115,43.125
3584,"43.125",-23.5,8,37,0,1,115,43.125
3585,"43.125",-23.5,8,37,0,1,115,43.125
3586,"43.125",-23.5,8,37,0,1,115,43.125
3587,"43.125",-23.5,8,37,0,1,115,43.125
3588,"43.125",-23.5,8,37,0,1,115,43.125
3589,"43.125",-23.5,8,37,0,1,115,43.125
3590,"43.125",-23.5,8,37,0,1,115,43.125
3591,"43.125",-23.5,8,37,0,1,115,43.125
3592,"676.125",-24.5,8,37,0,1,115,676.125
3593,"43.125",-165,9,37,0.6,1,115,43.125
3594,"43.125",-23.5,9,37,0,1,115,43.125
3595,"43.125",-23.5,9,37,0,1,115,43.125
3596,"43.125",-23.5,9,37,0,1,115,43.125
3597,"43.125",-23.5,9,37,0,1,115,43.125
3598,"43.125",-23.5,9,37,0,1,115,43.125
3599,"43.125",-23.5,9,37,0,1,115,43.125
3600,"43.125",-23.5,9,37,0,1,115,43.125
3601,"43.125",-23.5,9,37,0,1,115,43.125
3602,"43.125",-23.5,9,37,0,1,115,43.125
3603,"43.125",-23.5,9,37,0,1,115,43.125
3604,"676.125",-24.5,9,37,0,1,115,676.125
3605,"43.125",-165,10,37,0.6,1,115,43.125
3606,"43.125",-23.5,10,37,0,1,115,43.125
3607,"43.125",-23.5,10,37,0,1,115,43.125
3608,"43.125",-23.5,10,37,0,1,115,43.125
3609,"43.125",-23.5,10,37,0,1,115,43.125
3610,"43.125",-23.5,10,37,0,1,115,43.125
3611,"43.125",-23.5,10,37,0,1,115,43.125
3612,"43.125",-23.5,10,37,0,1,115,43.125
3613,"43.125",-23.5,10,37,0,1,115,43.125
3614,"43.125",-23.5,10,37,0,1,115,43.125
3615,"43.125",-23.5,10,37,0,1,115,43.125
3616,"676.125",-24.5,10,37,0,1,115,676.125
3617,"43.125",-165,11,37,0.6,1,115,43.125
3618,"43.125",-23.5,11,37,0,1,115,43.125
3619,"43.125",-23.5,11,37,0,1,115,43.125
3620,"43.125",-23.5,11,37,0,1,115,43.125
3621,"43.125",-23.5,11,37,0,1,115,43.125
3622,"43.125",-23.5,11,37,0,1,115,43.125
3623,"43.125",-23.5,11,37,0,1,115,43.125
3624,"43.125",-23.5,11,37,0,1,115,43.125
3625,"43.125",-23.5,11,37,0,1,115,43.125
3626,"43.125",-23.5,11,37,0,1,115,43.125
3627,"43.125",-23.5,11,37,0,1,115,43.125
3628,"676.125",-24.5,11,37,0,1,115,676.125
3629,"43.125",-165,12,37,0.6,1,115,43.125
3630,"43.125",-23.5,12,37,0,1,115,43.125
3631,"43.125",-23.5,12,37,0,1,115,43.125
3632,"43.125",-23.5,12,37,0,1,115,43.125
3633,"43.125",-23.5,12,37,0,1,115,43.125
3634,"43.125",-23.5,12,37,0,1,115,43.125
3635,"43.125",-23.5,12,37,0,1,115,43.125
3636,"43.125",-23.5,12,37,0,1,115,43.125
3637,"43.125",-23.5,12,37,0,1,115,43.125
3638,"43.125",-23.5,12,37,0,1,115,43.125
3639,"43.125",-23.5,12,37,0,1,115,43.125
3640,"676.125",-24.5,12,37,0,1,115,676.125
3641,"43.125",-165,13,37,0.6,1,115,43.125
3642,"43.125",-23.5,13,37,0,1,115,43.125
3643,"43.125",-23.5,13,37,0,1,115,43.125
3644,"43.125",-23.5,13,37,0,1,115,43.125
3645,"43.125",-23.5,13,37,0,1,115,43.125
3646,"43.125",-23.5,13,37,0,1,115,43.125
3647,"43.125",-23.5,13,37,0,1,115,43.125
3648,"43.125",-23.5,13,37,0,1,115,43.125
3649,"43.125",-23.5,13,37,0,1,115,43.125
3650,"43.125",-23.5,13,37,0,1,115,43.125
3651,"43.125",-23.5,13,37,0,1,115,43.125
3652,"676.125",-24.5,13,37,0,1,115,676.125
3653,"43.125",-165,14,37,0.6,1,115,43.125
3654,"43.125",-23.5,14,37,0,1,115,43.125
3655,"43.125",-23.5,14,37,0,1,115,43.125
3656,"43.125",-23.5,14,37,0,1,115,43.125
3657,"43.125",-23.5,14,37,0,1,115,43.125
3658,"43.125",-23.5,14,37,0,1,115,43.125
3659,"43.125",-23.5,14,37,0,1,115,43.125
3660,"43.125",-23.5,14,37,0,1,115,43.125
3661,"43.125",-23.5,14,37,0,1,115,43.125
3662,"43.125",-23.5,14,37,0,1,115,43.125
3663,"43.125",-23.5,14,37,0,1,115,43.125
3664,"676.125",-24.5,14,37,0,1,115,676.125
3665,"43.125",-165,15,37,0.6,1,115,43.125
3666,"43.125",-23.5,15,37,0,1,115,43.125
3667,"43.125",-23.5,15,37,0,1,115,43.125
3668,"43.125",-23.5,15,37,0,1,115,43.125
3669,"43.125",-23.5,15,37,0,1,115,43.125
3670,"43.125",-23.5,15,37,0,1,115,43.125
3671,"43.125",-23.5,15,37,0,1,115,43.125
3672,"43.125",-23.5,15,37,0,1,115,43.125
3673,"43.125",-23.5,15,37,0,1,115,43.125
3674,"43.125",-23.5,15,37,0,1,115,43.125
3675,"43.125",-23.5,15,37,0,1,115,43.125
3676,"676.125",-24.5,15,37,0,1,115,676.125
3677,"43.125",-165,16,37,0.6,1,115,43.125
3678,"43.125",-23.5,16,37,0,1,115,43.125
3679,"43.125",-23.5,16,37,0,1,115,43.125
3680,"43.125",-23.5,16,37,0,1,115,43.125
3681,"43.125",-23.5,16,37,0,1,115,43.125
3682,"43.125",-23.5,16,37,0,1,115,43.125
3683,"43.125",-23.5,16,37,0,1,115,43.125
3684,"43.125",-23.5,16,37,0,1,115,43.125
3685,"43.125",-23.5,16,37,0,1,115,43.125
3686,"43.125",-23.5,16,37,0,1,115,43.125
3687,"43.125",-23.5,16,37,0,1,115,43.125
3688,"676.125",-24.5,16,37,0,1,115,676.125
3689,"43.125",-165,17,37,0.6,1,115,43.125
3690,"43.125",-23.5,17,37,0,1,115,43.125
3691,"43.125",-23.5,17,37,0,1,115,43.125
3692,"43.125",-23.5,17,37,0,1,115,43.125
3693,"43.125",-23.5,17,37,0,1,115,43.125
3694,"43.125",-23.5,17,37,0,1,115,43.125
3695,"43.125",-23.5,17,37,0,1,115,43.125
3696,"43.125",-23.5,17,37,0,1,115,43.125
3697,"43.125",-23.5,17,37,0,1,115,43.125
3698,"43.125",-23.5,17,37,0,1,115,43.125
3699,"43.125",-23.5,17,37,0,1,115,43.125
3700,"676.125",-24.5,17,37,0,1,115,676.125
3701,"43.125",-165,18,37,0.6,1,115,43.125
3702,"43.125",-23.5,18,37,0,1,115,43.125
3703,"43.125",-23.5,18,37,0,1,115,43.125
3704,"43.125",-23.5,18,37,0,1,115,43.125
3705,"43.125",-23.5,18,37,0,1,115,43.125
3706,"43.125",-23.5,18,37,0,1,115,43.125
3707,"43.125",-23.5,18,37,0,1,115,43.125
3708,"43.125",-23.5,18,37,0,1,115,43.125
3709,"43.125",-23.5,18,37,0,1,115,43.125
3710,"43.125",-23.5,18,37,0,1,115,43.125
3711,"43.125",-23.5,18,37,0,1,115,43.125
3712,"676.125",-24.5,18,37,0,1,115,676.125
3713,"43.125",-165,19,37,0.6,1,115,43.125
3714,"43.125",-23.5,19,37,0,1,115,43.125
3715,"43.125",-23.5,19,37,0,1,115,43.125
3716,"43.125",-23.5,19,37,0,1,115,43.125
3717,"43.125",-23.5,19,37,0,1,115,43.125
3718,"43.125",-23.5,19,37,0,1,115,43.125
3719,"43.125",-23.5,19,37,0,1,115,43.125
3720,"43.125",-23.5,19,37,0,1,115,43.125
3721,"43.125",-23.5,19,37,0,1,115,43.125
3722,"43.125",-23.5,19,37,0,1,115,43.125
3723,"43.125",-23.5,19,37,0,1,115,43.125
3724,"676.125",-24.5,19,37,0,1,115,676.125
3725,"43.125",-165,20,37,0.6,1,115,43.125
3726,"43.125",-23.5,20,37,0,1,115,43.125
3727,"43.125",-23.5,20,37,0,1,115,43.125
3728,"43.125",-23.5,20,37,0,1,115,43.125
3729,"43.125",-23.5,20,37,0,1,115,43.125
3730,"43.125",-23.5,20,37,0,1,115,43.125
3731,"43.125",-23.5,20,37,0,1,115,43.125
3732,"43.125",-23.5,20,37,0,1,115,43.125
3733,"43.125",-23.5,20,37,0,1,115,43.125
3734,"43.125",-23.5,20,37,0,1,115,43.125
3735,"43.125",-23.5,20,37,0,1,115,43.125
3736,"676.125",-24.5,20,37,0,1,115,676.125
3737,"43.125",-165,21,37,0.6,1,115,43.125
3738,"43.125",-23.5,21,37,0,1,115,43.125
3739,"43.125",-23.5,21,37,0,1,115,43.125
3740,"43.125",-23.5,21,37,0,1,115,43.125
3741,"43.125",-23.5,21,37,0,1,115,43.125
3742,"43.125",-23.5,21,37,0,1,115,43.125
3743,"43.125",-23.5,21,37,0,1,115,43.125
3744,"43.125",-23.5,21,37,0,1,115,43.125
3745,"43.125",-23.5,21,37,0,1,115,43.125
3746,"43.125",-23.5,21,37,0,1,115,43.125
3747,"43.125",-23.5,21,37,0,1,115,43.125
3748,"676.125",-24.5,21,37,0,1,115,676.125
3749,"43.125",-165,22,37,0.6,1,115,43.125
3750,"43.125",-23.5,22,37,0,1,115,43.125
3751,"43.125",-23.5,22,37,0,1,115,43.125
3752,"43.125",-23.5,22,37,0,1,115,43.125
3753,"43.125",-23.5,22,37,0,1,115,43.125
3754,"43.125",-23.5,22,37,0,1,115,43.125
3755,"43.125",-23.5,22,37,0,1,115,43.125
3756,"43.125",-23.5,22,37,0,1,115,43.125
3757,"43.125",-23.5,22,37,0,1,115,43.125
3758,"43.125",-23.5,22,37,0,1,115,43.125
3759,"43.125",-23.5,22,37,0,1,115,43.125
3760,"676.125",-24.5,22,37,0,1,115,676.125
3761,"43.125",-165,23,37,0.6,1,115,43.125
3762,"43.125",-23.5,23,37,0,1,115,43.125
3763,"43.125",-23.5,23,37,0,1,115,43.125
3764,"43.125",-23.5,23,37,0,1,115,43.125
3765,"43.125",-23.5,23,37,0,1,115,43.125
3766,"43.125",-23.5,23,37,0,1,115,43.125
3767,"43.125",-23.5,23,37,0,1,115,43.125
3768,"43.125",-23.5,23,37,0,1,115,43.125
