BidID;Price;Quantity;Period;ParentBidID;AR;Location;FC
3983;2.200.875;-23.5;24;38;0;1;58.69
3984;2.200.875;-23.5;24;38;0;1;58.69
3985;2.200.875;-23.5;24;38;0;1;58.69
3986;2.200.875;-23.5;24;38;0;1;58.69
3987;2.200.875;-23.5;24;38;0;1;58.69
3988;2.200.875;-23.5;24;38;0;1;58.69
3989;2.200.875;-23.5;24;38;0;1;58.69
3990;2.254.875;-23.5;24;38;0;1;58.69
3991;676.125;-24.6;24;38;0;1;58.69
3992;676.125;-419.3;1;39;0.6;1;59.77
3993;2.241.375;-10;2;39;0.6;1;59.77
3994;676.125;-409.3;2;39;0;1;59.77
3995;2.241.375;-25;3;39;0.6;1;59.77
3996;676.125;-394.3;3;39;0;1;59.77
3997;2.241.375;-30;4;39;0.6;1;59.77
3998;676.125;-389.3;4;39;0;1;59.77
3999;2.241.375;-45;5;39;0.6;1;59.77
4000;676.125;-374.3;5;39;0;1;59.77
4001;2.241.375;-130;6;39;0.6;1;59.77
4002;676.125;-289.3;6;39;0;1;59.77
4003;2.241.375;-160;7;39;0.6;1;59.77
4004;676.125;-259.3;7;39;0;1;59.77
4005;2.241.375;-165;8;39;0.6;1;59.77
4006;2.241.375;-23.5;8;39;0;1;59.77
4007;2.241.375;-23.5;8;39;0;1;59.77
4008;2.241.375;-23.5;8;39;0;1;59.77
4009;2.241.375;-23.5;8;39;0;1;59.77
4010;2.241.375;-23.5;8;39;0;1;59.77
4011;2.241.375;-23.5;8;39;0;1;59.77
4012;2.241.375;-23.5;8;39;0;1;59.77
4013;2.241.375;-23.5;8;39;0;1;59.77
4014;2.241.375;-23.5;8;39;0;1;59.77
4015;2.254.875;-23.5;8;39;0;1;59.77
4016;676.125;-19.3;8;39;0;1;59.77
4017;2.241.375;-165;9;39;0.6;1;59.77
4018;2.241.375;-23.5;9;39;0;1;59.77
4019;2.241.375;-23.5;9;39;0;1;59.77
4020;2.241.375;-23.5;9;39;0;1;59.77
4021;2.241.375;-23.5;9;39;0;1;59.77
4022;2.241.375;-23.5;9;39;0;1;59.77
4023;2.241.375;-23.5;9;39;0;1;59.77
4024;2.241.375;-23.5;9;39;0;1;59.77
4025;2.241.375;-23.5;9;39;0;1;59.77
4026;2.241.375;-23.5;9;39;0;1;59.77
4027;2.254.875;-23.5;9;39;0;1;59.77
4028;676.125;-19.3;9;39;0;1;59.77
4029;2.241.375;-165;10;39;0.6;1;59.77
4030;2.241.375;-23.5;10;39;0;1;59.77
4031;2.241.375;-23.5;10;39;0;1;59.77
4032;2.241.375;-23.5;10;39;0;1;59.77
4033;2.241.375;-23.5;10;39;0;1;59.77
4034;2.241.375;-23.5;10;39;0;1;59.77
4035;2.241.375;-23.5;10;39;0;1;59.77
4036;2.241.375;-23.5;10;39;0;1;59.77
4037;2.241.375;-23.5;10;39;0;1;59.77
4038;2.241.375;-23.5;10;39;0;1;59.77
4039;2.254.875;-23.5;10;39;0;1;59.77
4040;676.125;-19.3;10;39;0;1;59.77
4041;2.241.375;-165;11;39;0.6;1;59.77
4042;2.241.375;-23.5;11;39;0;1;59.77
4043;2.241.375;-23.5;11;39;0;1;59.77
4044;2.241.375;-23.5;11;39;0;1;59.77
4045;2.241.375;-23.5;11;39;0;1;59.77
4046;2.241.375;-23.5;11;39;0;1;59.77
4047;2.241.375;-23.5;11;39;0;1;59.77
4048;2.241.375;-23.5;11;39;0;1;59.77
4049;2.241.375;-23.5;11;39;0;1;59.77
4050;2.241.375;-23.5;11;39;0;1;59.77
4051;2.254.875;-23.5;11;39;0;1;59.77
4052;676.125;-19.3;11;39;0;1;59.77
4053;2.241.375;-165;12;39;0.6;1;59.77
4054;2.241.375;-23.5;12;39;0;1;59.77
4055;2.241.375;-23.5;12;39;0;1;59.77
4056;2.241.375;-23.5;12;39;0;1;59.77
4057;2.241.375;-23.5;12;39;0;1;59.77
4058;2.241.375;-23.5;12;39;0;1;59.77
4059;2.241.375;-23.5;12;39;0;1;59.77
4060;2.241.375;-23.5;12;39;0;1;59.77
4061;2.241.375;-23.5;12;39;0;1;59.77
4062;2.241.375;-23.5;12;39;0;1;59.77
4063;2.254.875;-23.5;12;39;0;1;59.77
4064;676.125;-19.3;12;39;0;1;59.77
4065;2.241.375;-165;13;39;0.6;1;59.77
4066;2.241.375;-23.5;13;39;0;1;59.77
4067;2.241.375;-23.5;13;39;0;1;59.77
4068;2.241.375;-23.5;13;39;0;1;59.77
4069;2.241.375;-23.5;13;39;0;1;59.77
4070;2.241.375;-23.5;13;39;0;1;59.77
4071;2.241.375;-23.5;13;39;0;1;59.77
4072;2.241.375;-23.5;13;39;0;1;59.77
4073;2.241.375;-23.5;13;39;0;1;59.77
4074;2.241.375;-23.5;13;39;0;1;59.77
4075;2.254.875;-23.5;13;39;0;1;59.77
4076;676.125;-19.3;13;39;0;1;59.77
4077;2.241.375;-165;14;39;0.6;1;59.77
4078;2.241.375;-23.5;14;39;0;1;59.77
4079;2.241.375;-23.5;14;39;0;1;59.77
4080;2.241.375;-23.5;14;39;0;1;59.77
4081;2.241.375;-23.5;14;39;0;1;59.77
4082;2.241.375;-23.5;14;39;0;1;59.77
4083;2.241.375;-23.5;14;39;0;1;59.77
4084;2.241.375;-23.5;14;39;0;1;59.77
4085;2.241.375;-23.5;14;39;0;1;59.77
4086;2.241.375;-23.5;14;39;0;1;59.77
4087;2.254.875;-23.5;14;39;0;1;59.77
4088;676.125;-19.3;14;39;0;1;59.77
4089;2.241.375;-165;15;39;0.6;1;59.77
4090;2.241.375;-23.5;15;39;0;1;59.77
4091;2.241.375;-23.5;15;39;0;1;59.77
4092;2.241.375;-23.5;15;39;0;1;59.77
4093;2.241.375;-23.5;15;39;0;1;59.77
4094;2.241.375;-23.5;15;39;0;1;59.77
4095;2.241.375;-23.5;15;39;0;1;59.77
4096;2.241.375;-23.5;15;39;0;1;59.77
4097;2.241.375;-23.5;15;39;0;1;59.77
4098;2.241.375;-23.5;15;39;0;1;59.77
4099;2.254.875;-23.5;15;39;0;1;59.77
4100;676.125;-19.3;15;39;0;1;59.77
4101;2.241.375;-165;16;39;0.6;1;59.77
4102;2.241.375;-23.5;16;39;0;1;59.77
4103;2.241.375;-23.5;16;39;0;1;59.77
4104;2.241.375;-23.5;16;39;0;1;59.77
4105;2.241.375;-23.5;16;39;0;1;59.77
4106;2.241.375;-23.5;16;39;0;1;59.77
4107;2.241.375;-23.5;16;39;0;1;59.77
4108;2.241.375;-23.5;16;39;0;1;59.77
4109;2.241.375;-23.5;16;39;0;1;59.77
4110;2.241.375;-23.5;16;39;0;1;59.77
4111;2.254.875;-23.5;16;39;0;1;59.77
4112;676.125;-19.3;16;39;0;1;59.77
4113;2.241.375;-165;17;39;0.6;1;59.77
4114;2.241.375;-23.5;17;39;0;1;59.77
4115;2.241.375;-23.5;17;39;0;1;59.77
4116;2.241.375;-23.5;17;39;0;1;59.77
4117;2.241.375;-23.5;17;39;0;1;59.77
4118;2.241.375;-23.5;17;39;0;1;59.77
4119;2.241.375;-23.5;17;39;0;1;59.77
4120;2.241.375;-23.5;17;39;0;1;59.77
4121;2.241.375;-23.5;17;39;0;1;59.77
4122;2.241.375;-23.5;17;39;0;1;59.77
4123;2.254.875;-23.5;17;39;0;1;59.77
4124;676.125;-19.3;17;39;0;1;59.77
4125;2.241.375;-165;18;39;0.6;1;59.77
4126;2.241.375;-23.5;18;39;0;1;59.77
4127;2.241.375;-23.5;18;39;0;1;59.77
4128;2.241.375;-23.5;18;39;0;1;59.77
4129;2.241.375;-23.5;18;39;0;1;59.77
4130;2.241.375;-23.5;18;39;0;1;59.77
4131;2.241.375;-23.5;18;39;0;1;59.77
4132;2.241.375;-23.5;18;39;0;1;59.77
4133;2.241.375;-23.5;18;39;0;1;59.77
4134;2.241.375;-23.5;18;39;0;1;59.77
4135;2.254.875;-23.5;18;39;0;1;59.77
4136;676.125;-19.3;18;39;0;1;59.77
4137;2.241.375;-165;19;39;0.6;1;59.77
4138;2.241.375;-23.5;19;39;0;1;59.77
4139;2.241.375;-23.5;19;39;0;1;59.77
4140;2.241.375;-23.5;19;39;0;1;59.77
4141;2.241.375;-23.5;19;39;0;1;59.77
4142;2.241.375;-23.5;19;39;0;1;59.77
4143;2.241.375;-23.5;19;39;0;1;59.77
4144;2.241.375;-23.5;19;39;0;1;59.77
4145;2.241.375;-23.5;19;39;0;1;59.77
4146;2.241.375;-23.5;19;39;0;1;59.77
4147;2.254.875;-23.5;19;39;0;1;59.77
4148;676.125;-19.3;19;39;0;1;59.77
4149;2.241.375;-165;20;39;0.6;1;59.77
4150;2.241.375;-23.5;20;39;0;1;59.77
4151;2.241.375;-23.5;20;39;0;1;59.77
4152;2.241.375;-23.5;20;39;0;1;59.77
4153;2.241.375;-23.5;20;39;0;1;59.77
4154;2.241.375;-23.5;20;39;0;1;59.77
4155;2.241.375;-23.5;20;39;0;1;59.77
4156;2.241.375;-23.5;20;39;0;1;59.77
4157;2.241.375;-23.5;20;39;0;1;59.77
4158;2.241.375;-23.5;20;39;0;1;59.77
4159;2.254.875;-23.5;20;39;0;1;59.77
4160;676.125;-19.3;20;39;0;1;59.77
4161;2.241.375;-165;21;39;0.6;1;59.77
4162;2.241.375;-23.5;21;39;0;1;59.77
4163;2.241.375;-23.5;21;39;0;1;59.77
4164;2.241.375;-23.5;21;39;0;1;59.77
4165;2.241.375;-23.5;21;39;0;1;59.77
4166;2.241.375;-23.5;21;39;0;1;59.77
4167;2.241.375;-23.5;21;39;0;1;59.77
4168;2.241.375;-23.5;21;39;0;1;59.77
4169;2.241.375;-23.5;21;39;0;1;59.77
4170;2.241.375;-23.5;21;39;0;1;59.77
4171;2.254.875;-23.5;21;39;0;1;59.77
4172;676.125;-19.3;21;39;0;1;59.77
4173;2.241.375;-165;22;39;0.6;1;59.77
4174;2.241.375;-23.5;22;39;0;1;59.77
4175;2.241.375;-23.5;22;39;0;1;59.77
4176;2.241.375;-23.5;22;39;0;1;59.77
4177;2.241.375;-23.5;22;39;0;1;59.77
4178;2.241.375;-23.5;22;39;0;1;59.77
4179;2.241.375;-23.5;22;39;0;1;59.77
4180;2.241.375;-23.5;22;39;0;1;59.77
4181;2.241.375;-23.5;22;39;0;1;59.77
4182;2.241.375;-23.5;22;39;0;1;59.77
4183;2.254.875;-23.5;22;39;0;1;59.77
4184;676.125;-19.3;22;39;0;1;59.77
4185;2.241.375;-165;23;39;0.6;1;59.77
4186;2.241.375;-23.5;23;39;0;1;59.77
4187;2.241.375;-23.5;23;39;0;1;59.77
4188;2.241.375;-23.5;23;39;0;1;59.77
4189;2.241.375;-23.5;23;39;0;1;59.77
4190;2.241.375;-23.5;23;39;0;1;59.77
4191;2.241.375;-23.5;23;39;0;1;59.77
4192;2.241.375;-23.5;23;39;0;1;59.77
4193;2.241.375;-23.5;23;39;0;1;59.77
4194;2.241.375;-23.5;23;39;0;1;59.77
4195;2.254.875;-23.5;23;39;0;1;59.77
4196;676.125;-19.3;23;39;0;1;59.77
4197;2.241.375;-165;24;39;0.6;1;59.77
4198;2.241.375;-23.5;24;39;0;1;59.77
4199;2.241.375;-23.5;24;39;0;1;59.77
4200;2.241.375;-23.5;24;39;0;1;59.77
4201;2.241.375;-23.5;24;39;0;1;59.77
4202;2.241.375;-23.5;24;39;0;1;59.77
4203;2.241.375;-23.5;24;39;0;1;59.77
4204;2.241.375;-23.5;24;39;0;1;59.77
4205;2.241.375;-23.5;24;39;0;1;59.77
4206;2.241.375;-23.5;24;39;0;1;59.77
4207;2.254.875;-23.5;24;39;0;1;59.77
4208;676.125;-19.3;24;39;0;1;59.77
4209;676.125;-421;1;40;0.6;1;74.98
4210;676.125;-421;2;40;0.6;1;74.98
4211;676.125;-421;3;40;0.6;1;74.98
4212;676.125;-421;4;40;0.6;1;74.98
4213;676.125;-421;5;40;0.6;1;74.98
4214;281.175;-30;6;40;0.6;1;74.98
4215;676.125;-391;6;40;0;1;74.98
4216;281.175;-60;7;40;0.6;1;74.98
4217;676.125;-361;7;40;0;1;74.98
4218;281.175;-165;8;40;0.6;1;74.98
4219;281.175;-23.5;8;40;0;1;74.98
4220;281.175;-11.5;8;40;0;1;74.98
4221;676.125;-221;8;40;0;1;74.98
4222;281.175;-165;9;40;0.6;1;74.98
4223;281.175;-23.5;9;40;0;1;74.98
4224;281.175;-23.5;9;40;0;1;74.98
4225;281.175;-23.5;9;40;0;1;74.98
4226;281.175;-23.5;9;40;0;1;74.98
4227;281.175;-23.5;9;40;0;1;74.98
4228;281.175;-23.5;9;40;0;1;74.98
4229;281.175;-23.5;9;40;0;1;74.98
4230;281.175;-23.5;9;40;0;1;74.98
4231;281.175;-23.5;9;40;0;1;74.98
4232;281.175;-23.5;9;40;0;1;74.98
4233;676.125;-21;9;40;0;1;74.98
4234;281.175;-165;10;40;0.6;1;74.98
4235;281.175;-23.5;10;40;0;1;74.98
4236;281.175;-23.5;10;40;0;1;74.98
4237;281.175;-23.5;10;40;0;1;74.98
4238;281.175;-23.5;10;40;0;1;74.98
4239;281.175;-23.5;10;40;0;1;74.98
4240;281.175;-23.5;10;40;0;1;74.98
4241;281.175;-23.5;10;40;0;1;74.98
4242;281.175;-23.5;10;40;0;1;74.98
4243;281.175;-23.5;10;40;0;1;74.98
4244;281.175;-23.5;10;40;0;1;74.98
4245;676.125;-21;10;40;0;1;74.98
4246;281.175;-165;11;40;0.6;1;74.98
4247;281.175;-23.5;11;40;0;1;74.98
4248;281.175;-23.5;11;40;0;1;74.98
4249;281.175;-23.5;11;40;0;1;74.98
4250;281.175;-23.5;11;40;0;1;74.98
4251;281.175;-23.5;11;40;0;1;74.98
4252;281.175;-23.5;11;40;0;1;74.98
4253;281.175;-23.5;11;40;0;1;74.98
4254;281.175;-23.5;11;40;0;1;74.98
4255;281.175;-23.5;11;40;0;1;74.98
4256;281.175;-23.5;11;40;0;1;74.98
4257;676.125;-21;11;40;0;1;74.98
4258;281.175;-165;12;40;0.6;1;74.98
4259;281.175;-23.5;12;40;0;1;74.98
4260;281.175;-23.5;12;40;0;1;74.98
4261;281.175;-23.5;12;40;0;1;74.98
4262;281.175;-23.5;12;40;0;1;74.98
4263;281.175;-23.5;12;40;0;1;74.98
4264;281.175;-23.5;12;40;0;1;74.98
4265;281.175;-23.5;12;40;0;1;74.98
4266;281.175;-23.5;12;40;0;1;74.98
4267;281.175;-23.5;12;40;0;1;74.98
4268;281.175;-23.5;12;40;0;1;74.98
4269;676.125;-21;12;40;0;1;74.98
4270;281.175;-165;13;40;0.6;1;74.98
4271;281.175;-23.5;13;40;0;1;74.98
4272;281.175;-23.5;13;40;0;1;74.98
4273;281.175;-23.5;13;40;0;1;74.98
4274;281.175;-23.5;13;40;0;1;74.98
4275;281.175;-23.5;13;40;0;1;74.98
4276;281.175;-23.5;13;40;0;1;74.98
4277;281.175;-23.5;13;40;0;1;74.98
4278;281.175;-23.5;13;40;0;1;74.98
4279;281.175;-23.5;13;40;0;1;74.98
4280;281.175;-23.5;13;40;0;1;74.98
4281;676.125;-21;13;40;0;1;74.98
4282;281.175;-165;14;40;0.6;1;74.98
4283;281.175;-23.5;14;40;0;1;74.98
4284;281.175;-23.5;14;40;0;1;74.98
4285;281.175;-23.5;14;40;0;1;74.98
4286;281.175;-23.5;14;40;0;1;74.98
4287;281.175;-23.5;14;40;0;1;74.98
4288;281.175;-23.5;14;40;0;1;74.98
4289;281.175;-23.5;14;40;0;1;74.98
4290;281.175;-23.5;14;40;0;1;74.98
4291;281.175;-23.5;14;40;0;1;74.98
4292;281.175;-23.5;14;40;0;1;74.98
4293;676.125;-21;14;40;0;1;74.98
4294;281.175;-165;15;40;0.6;1;74.98
4295;281.175;-23.5;15;40;0;1;74.98
4296;281.175;-23.5;15;40;0;1;74.98
4297;281.175;-23.5;15;40;0;1;74.98
4298;281.175;-23.5;15;40;0;1;74.98
4299;281.175;-23.5;15;40;0;1;74.98
4300;281.175;-23.5;15;40;0;1;74.98
4301;281.175;-23.5;15;40;0;1;74.98
4302;281.175;-23.5;15;40;0;1;74.98
4303;281.175;-23.5;15;40;0;1;74.98
4304;281.175;-23.5;15;40;0;1;74.98
4305;676.125;-21;15;40;0;1;74.98
4306;281.175;-165;16;40;0.6;1;74.98
4307;281.175;-23.5;16;40;0;1;74.98
4308;281.175;-23.5;16;40;0;1;74.98
4309;281.175;-23.5;16;40;0;1;74.98
4310;281.175;-23.5;16;40;0;1;74.98
4311;281.175;-23.5;16;40;0;1;74.98
4312;281.175;-23.5;16;40;0;1;74.98
4313;281.175;-23.5;16;40;0;1;74.98
4314;281.175;-23.5;16;40;0;1;74.98
4315;281.175;-23.5;16;40;0;1;74.98
4316;281.175;-23.5;16;40;0;1;74.98
4317;676.125;-21;16;40;0;1;74.98
4318;281.175;-165;17;40;0.6;1;74.98
4319;281.175;-23.5;17;40;0;1;74.98
4320;281.175;-23.5;17;40;0;1;74.98
4321;281.175;-23.5;17;40;0;1;74.98
4322;281.175;-23.5;17;40;0;1;74.98
4323;281.175;-23.5;17;40;0;1;74.98
4324;281.175;-23.5;17;40;0;1;74.98
4325;281.175;-23.5;17;40;0;1;74.98
4326;281.175;-23.5;17;40;0;1;74.98
4327;281.175;-23.5;17;40;0;1;74.98
4328;281.175;-23.5;17;40;0;1;74.98
4329;676.125;-21;17;40;0;1;74.98
4330;281.175;-165;18;40;0.6;1;74.98
4331;281.175;-23.5;18;40;0;1;74.98
4332;281.175;-23.5;18;40;0;1;74.98
4333;281.175;-23.5;18;40;0;1;74.98
4334;281.175;-23.5;18;40;0;1;74.98
4335;281.175;-23.5;18;40;0;1;74.98
4336;281.175;-23.5;18;40;0;1;74.98
4337;281.175;-23.5;18;40;0;1;74.98
4338;281.175;-23.5;18;40;0;1;74.98
4339;281.175;-23.5;18;40;0;1;74.98
4340;281.175;-23.5;18;40;0;1;74.98
4341;676.125;-21;18;40;0;1;74.98
4342;281.175;-165;19;40;0.6;1;74.98
4343;281.175;-23.5;19;40;0;1;74.98
4344;281.175;-23.5;19;40;0;1;74.98
4345;281.175;-23.5;19;40;0;1;74.98
4346;281.175;-23.5;19;40;0;1;74.98
4347;281.175;-23.5;19;40;0;1;74.98
4348;281.175;-23.5;19;40;0;1;74.98
4349;281.175;-23.5;19;40;0;1;74.98
4350;281.175;-23.5;19;40;0;1;74.98
4351;281.175;-23.5;19;40;0;1;74.98
4352;281.175;-23.5;19;40;0;1;74.98
4353;676.125;-21;19;40;0;1;74.98
4354;281.175;-165;20;40;0.6;1;74.98
4355;281.175;-23.5;20;40;0;1;74.98
4356;281.175;-23.5;20;40;0;1;74.98
4357;281.175;-23.5;20;40;0;1;74.98
4358;281.175;-23.5;20;40;0;1;74.98
4359;281.175;-23.5;20;40;0;1;74.98
4360;281.175;-23.5;20;40;0;1;74.98
4361;281.175;-23.5;20;40;0;1;74.98
4362;281.175;-23.5;20;40;0;1;74.98
4363;281.175;-23.5;20;40;0;1;74.98
4364;281.175;-23.5;20;40;0;1;74.98
4365;676.125;-21;20;40;0;1;74.98
4366;281.175;-165;21;40;0.6;1;74.98
4367;281.175;-23.5;21;40;0;1;74.98
4368;281.175;-23.5;21;40;0;1;74.98
4369;281.175;-23.5;21;40;0;1;74.98
4370;281.175;-23.5;21;40;0;1;74.98
4371;281.175;-23.5;21;40;0;1;74.98
4372;281.175;-23.5;21;40;0;1;74.98
4373;281.175;-23.5;21;40;0;1;74.98
4374;281.175;-23.5;21;40;0;1;74.98
4375;281.175;-23.5;21;40;0;1;74.98
4376;281.175;-23.5;21;40;0;1;74.98
4377;676.125;-21;21;40;0;1;74.98
4378;281.175;-165;22;40;0.6;1;74.98
4379;281.175;-23.5;22;40;0;1;74.98
4380;281.175;-23.5;22;40;0;1;74.98
4381;281.175;-23.5;22;40;0;1;74.98
4382;281.175;-23.5;22;40;0;1;74.98
4383;281.175;-23.5;22;40;0;1;74.98
4384;281.175;-23.5;22;40;0;1;74.98
4385;281.175;-23.5;22;40;0;1;74.98
4386;281.175;-23.5;22;40;0;1;74.98
4387;281.175;-23.5;22;40;0;1;74.98
4388;281.175;-23.5;22;40;0;1;74.98
4389;676.125;-21;22;40;0;1;74.98
4390;281.175;-165;23;40;0.6;1;74.98
4391;281.175;-23.5;23;40;0;1;74.98
4392;281.175;-23.5;23;40;0;1;74.98
4393;281.175;-23.5;23;40;0;1;74.98
4394;281.175;-23.5;23;40;0;1;74.98
4395;281.175;-23.5;23;40;0;1;74.98
4396;281.175;-23.5;23;40;0;1;74.98
4397;281.175;-23.5;23;40;0;1;74.98
4398;281.175;-23.5;23;40;0;1;74.98
4399;281.175;-23.5;23;40;0;1;74.98
4400;281.175;-23.5;23;40;0;1;74.98
4401;676.125;-21;23;40;0;1;74.98
4402;281.175;-165;24;40;0.6;1;74.98
4403;281.175;-23.5;24;40;0;1;74.98
4404;281.175;-23.5;24;40;0;1;74.98
4405;281.175;-23.5;24;40;0;1;74.98
4406;281.175;-23.5;24;40;0;1;74.98
4407;281.175;-23.5;24;40;0;1;74.98
4408;281.175;-23.5;24;40;0;1;74.98
4409;281.175;-23.5;24;40;0;1;74.98
4410;281.175;-23.5;24;40;0;1;74.98
4411;281.175;-23.5;24;40;0;1;74.98
4412;281.175;-23.5;24;40;0;1;74.98
4413;676.125;-21;24;40;0;1;74.98
4414;676.125;-580.5;1;41;0.6;1;51.78
4415;676.125;-580.5;2;41;0.6;1;51.78
4416;194.175;-25;3;41;0.6;1;51.78
4417;676.125;-555.5;3;41;0;1;51.78
4418;194.175;-110;4;41;0.6;1;51.78
4419;676.125;-470.5;4;41;0;1;51.78
4420;194.175;-170;5;41;0.6;1;51.78
4421;2.098.875;-80;5;41;0;1;51.78
4422;676.125;-330.5;5;41;0;1;51.78
4423;194.175;-170;6;41;0.6;1;51.78
4424;2.098.875;-230;6;41;0;1;51.78
4425;2.442.375;-55;6;41;0;1;51.78
4426;676.125;-125.5;6;41;0;1;51.78
4427;194.175;-170;7;41;0.6;1;51.78
4428;2.098.875;-230;7;41;0;1;51.78
4429;2.442.375;-135;7;41;0;1;51.78
4430;676.125;-45.5;7;41;0;1;51.78
4431;194.175;-170;8;41;0.6;1;51.78
4432;2.098.875;-230;8;41;0;1;51.78
4433;2.442.375;-135;8;41;0;1;51.78
4434;676.125;-45.5;8;41;0;1;51.78
4435;194.175;-170;9;41;0.6;1;51.78
4436;2.098.875;-230;9;41;0;1;51.78
4437;2.442.375;-135;9;41;0;1;51.78
4438;676.125;-45.5;9;41;0;1;51.78
4439;194.175;-170;10;41;0.6;1;51.78
4440;2.098.875;-230;10;41;0;1;51.78
4441;2.442.375;-135;10;41;0;1;51.78
4442;676.125;-45.5;10;41;0;1;51.78
4443;194.175;-170;11;41;0.6;1;51.78
4444;2.098.875;-230;11;41;0;1;51.78
4445;2.442.375;-135;11;41;0;1;51.78
4446;676.125;-45.5;11;41;0;1;51.78
4447;194.175;-170;12;41;0.6;1;51.78
4448;2.098.875;-230;12;41;0;1;51.78
4449;2.442.375;-135;12;41;0;1;51.78
4450;676.125;-45.5;12;41;0;1;51.78
4451;194.175;-170;13;41;0.6;1;51.78
4452;2.098.875;-230;13;41;0;1;51.78
4453;2.442.375;-135;13;41;0;1;51.78
4454;676.125;-45.5;13;41;0;1;51.78
4455;194.175;-170;14;41;0.6;1;51.78
4456;2.098.875;-230;14;41;0;1;51.78
4457;2.442.375;-135;14;41;0;1;51.78
4458;676.125;-45.5;14;41;0;1;51.78
4459;194.175;-170;15;41;0.6;1;51.78
4460;2.098.875;-230;15;41;0;1;51.78
4461;2.442.375;-135;15;41;0;1;51.78
4462;676.125;-45.5;15;41;0;1;51.78
4463;194.175;-170;16;41;0.6;1;51.78
4464;2.098.875;-230;16;41;0;1;51.78
4465;2.442.375;-135;16;41;0;1;51.78
4466;676.125;-45.5;16;41;0;1;51.78
4467;194.175;-170;17;41;0.6;1;51.78
4468;2.098.875;-230;17;41;0;1;51.78
4469;2.442.375;-135;17;41;0;1;51.78
4470;676.125;-45.5;17;41;0;1;51.78
4471;194.175;-170;18;41;0.6;1;51.78
4472;2.098.875;-230;18;41;0;1;51.78
4473;2.442.375;-135;18;41;0;1;51.78
4474;676.125;-45.5;18;41;0;1;51.78
4475;194.175;-170;19;41;0.6;1;51.78
4476;2.098.875;-230;19;41;0;1;51.78
4477;2.442.375;-135;19;41;0;1;51.78
4478;676.125;-45.5;19;41;0;1;51.78
4479;194.175;-170;20;41;0.6;1;51.78
4480;2.098.875;-230;20;41;0;1;51.78
4481;2.442.375;-135;20;41;0;1;51.78
4482;676.125;-45.5;20;41;0;1;51.78
4483;194.175;-170;21;41;0.6;1;51.78
4484;2.098.875;-230;21;41;0;1;51.78
4485;2.442.375;-135;21;41;0;1;51.78
4486;676.125;-45.5;21;41;0;1;51.78
4487;194.175;-170;22;41;0.6;1;51.78
4488;2.098.875;-230;22;41;0;1;51.78
4489;2.442.375;-135;22;41;0;1;51.78
4490;676.125;-45.5;22;41;0;1;51.78
4491;194.175;-170;23;41;0.6;1;51.78
4492;2.098.875;-230;23;41;0;1;51.78
4493;2.442.375;-135;23;41;0;1;51.78
4494;676.125;-45.5;23;41;0;1;51.78
4495;194.175;-170;24;41;0.6;1;51.78
4496;2.098.875;-230;24;41;0;1;51.78
4497;2.442.375;-135;24;41;0;1;51.78
4498;676.125;-45.5;24;41;0;1;51.78
4499;6.754.875;-51.9;1;42;0.6;1;95.64
4500;6.754.875;-51.9;2;42;0.6;1;95.64
4501;6.754.875;-51.9;3;42;0.6;1;95.64
4502;6.754.875;-51.9;4;42;0.6;1;95.64
4503;35.865;-8;5;42;0.6;1;95.64
4504;6.754.875;-43.9;5;42;0;1;95.64
4505;35.865;-20;6;42;0.6;1;95.64
4506;6.754.875;-31.9;6;42;0;1;95.64
4507;35.865;-37;7;42;0.6;1;95.64
4508;6.754.875;-14.9;7;42;0;1;95.64
4509;35.865;-30;8;42;0.6;1;95.64
4510;3.712.875;-12;8;42;0;1;95.64
4511;6.754.875;-9.9;8;42;0;1;95.64
4512;35.865;-30;9;42;0.6;1;95.64
4513;3.712.875;-12;9;42;0;1;95.64
4514;6.754.875;-9.9;9;42;0;1;95.64
4515;35.865;-30;10;42;0.6;1;95.64
4516;3.712.875;-12;10;42;0;1;95.64
4517;6.754.875;-9.9;10;42;0;1;95.64
4518;35.865;-30;11;42;0.6;1;95.64
4519;3.712.875;-12;11;42;0;1;95.64
4520;6.754.875;-9.9;11;42;0;1;95.64
4521;35.865;-30;12;42;0.6;1;95.64
4522;3.712.875;-12;12;42;0;1;95.64
4523;6.754.875;-9.9;12;42;0;1;95.64
4524;35.865;-30;13;42;0.6;1;95.64
4525;3.712.875;-12;13;42;0;1;95.64
4526;6.754.875;-9.9;13;42;0;1;95.64
4527;35.865;-30;14;42;0.6;1;95.64
4528;3.712.875;-12;14;42;0;1;95.64
4529;6.754.875;-9.9;14;42;0;1;95.64
4530;35.865;-30;15;42;0.6;1;95.64
4531;3.712.875;-12;15;42;0;1;95.64
4532;6.754.875;-9.9;15;42;0;1;95.64
4533;35.865;-30;16;42;0.6;1;95.64
4534;3.712.875;-12;16;42;0;1;95.64
4535;6.754.875;-9.9;16;42;0;1;95.64
4536;35.865;-30;17;42;0.6;1;95.64
4537;3.712.875;-12;17;42;0;1;95.64
4538;6.754.875;-9.9;17;42;0;1;95.64
4539;35.865;-30;18;42;0.6;1;95.64
4540;3.712.875;-12;18;42;0;1;95.64
4541;6.754.875;-9.9;18;42;0;1;95.64
4542;35.865;-30;19;42;0.6;1;95.64
4543;3.712.875;-12;19;42;0;1;95.64
4544;6.754.875;-9.9;19;42;0;1;95.64
4545;35.865;-30;20;42;0.6;1;95.64
4546;3.712.875;-12;20;42;0;1;95.64
